Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose
25/10/2021,20-29,M,39,69,0,150,328,0
25/10/2021,30-39,F,77,204,2,155,324,1
25/10/2021,30-39,M,76,151,2,134,289,1
25/10/2021,40-49,F,123,323,6,151,234,9
25/10/2021,40-49,M,78,227,4,112,197,7
25/10/2021,50-59,F,192,520,7,140,249,10
25/10/2021,50-59,M,156,302,7,141,159,12
25/10/2021,60-69,F,246,543,1,208,266,4
25/10/2021,60-69,M,223,486,5,180,277,14
25/10/2021,70-79,F,207,363,0,118,150,3
25/10/2021,70-79,M,138,269,2,133,165,6
25/10/2021,80 and above,F,89,193,0,44,69,1
25/10/2021,80 and above,M,81,119,0,58,53,3
26/10/2021,0-19,F,0,11,0,115,24,0
26/10/2021,0-19,M,7,8,0,119,50,0
26/10/2021,20-29,F,27,87,0,94,193,0
26/10/2021,20-29,M,31,100,1,169,196,0
26/10/2021,30-39,F,91,216,0,153,233,1
26/10/2021,30-39,M,62,120,0,126,194,2
26/10/2021,40-49,F,121,333,0,120,202,2
26/10/2021,40-49,M,55,194,2,112,170,5
26/10/2021,50-59,F,156,503,2,147,210,1
26/10/2021,50-59,M,103,326,0,88,177,6
26/10/2021,60-69,F,219,545,0,187,226,3
26/10/2021,60-69,M,175,400,0,184,213,4
26/10/2021,70-79,F,140,327,0,105,127,0
26/10/2021,70-79,M,135,248,0,113,131,0
26/10/2021,80 and above,F,119,188,0,40,53,0
26/10/2021,80 and above,M,80,126,0,44,42,0
27/10/2021,0-19,F,1,4,0,93,30,0
27/10/2021,0-19,M,6,2,0,87,25,0
27/10/2021,20-29,F,37,51,0,125,189,0
27/10/2021,20-29,M,39,41,0,146,201,0
27/10/2021,30-39,F,72,134,0,141,239,2
27/10/2021,30-39,M,50,84,0,150,195,0
27/10/2021,40-49,F,116,190,0,129,212,2
27/10/2021,40-49,M,74,123,0,98,128,3
27/10/2021,50-59,F,185,311,0,149,223,5
27/10/2021,50-59,M,120,182,0,108,151,1
27/10/2021,60-69,F,271,424,0,193,236,2
27/10/2021,60-69,M,190,294,0,140,230,3
27/10/2021,70-79,F,194,218,0,108,121,0
27/10/2021,70-79,M,144,183,0,117,130,1
27/10/2021,80 and above,F,131,170,0,62,65,0
27/10/2021,80 and above,M,75,116,0,49,65,0
28/10/2021,0-19,F,4,7,0,106,32,0
28/10/2021,0-19,M,8,7,0,149,39,0
28/10/2021,20-29,F,43,58,0,130,237,0
28/10/2021,20-29,M,30,66,1,163,233,0
28/10/2021,30-39,F,91,142,2,191,315,4
28/10/2021,30-39,M,48,113,0,161,251,2
28/10/2021,40-49,F,101,266,12,141,277,17
28/10/2021,40-49,M,69,175,2,98,194,5
28/10/2021,50-59,F,172,396,8,171,260,11
28/10/2021,50-59,M,126,238,6,117,162,7
28/10/2021,60-69,F,269,467,1,185,215,7
28/10/2021,60-69,M,192,391,0,232,197,12
28/10/2021,70-79,F,180,289,1,126,136,1
28/10/2021,70-79,M,156,229,3,122,128,1
28/10/2021,80 and above,F,133,156,0,52,54,0
28/10/2021,80 and above,M,76,118,1,58,47,2
29/10/2021,0-19,F,6,9,0,300,66,0
29/10/2021,0-19,M,9,8,0,351,60,0
29/10/2021,20-29,F,32,54,0,184,247,0
29/10/2021,20-29,M,34,62,0,193,257,0
29/10/2021,30-39,F,84,146,0,317,379,0
29/10/2021,30-39,M,72,82,0,190,249,0
29/10/2021,40-49,F,139,217,0,249,328,0
29/10/2021,40-49,M,97,128,0,146,200,0
29/10/2021,50-59,F,225,306,0,210,306,0
29/10/2021,50-59,M,125,181,0,143,160,3
29/10/2021,60-69,F,272,263,0,284,230,0
29/10/2021,60-69,M,235,190,0,245,162,4
29/10/2021,70-79,F,182,136,0,141,77,0
29/10/2021,70-79,M,165,88,0,142,77,1
29/10/2021,80 and above,F,112,86,0,46,32,0
29/10/2021,80 and above,M,71,55,0,50,24,0
30/10/2021,0-19,F,7,12,0,266,42,0
30/10/2021,0-19,M,5,10,0,350,31,0
30/10/2021,20-29,F,40,71,0,213,160,3
30/10/2021,20-29,M,40,52,0,213,143,0
30/10/2021,30-39,F,110,146,0,311,190,1
30/10/2021,30-39,M,56,86,0,196,146,1
30/10/2021,40-49,F,141,239,0,275,157,4
30/10/2021,40-49,M,93,178,0,164,105,1
30/10/2021,50-59,F,227,352,0,234,131,0
30/10/2021,50-59,M,160,244,0,162,82,1
30/10/2021,60-69,F,286,384,0,218,102,0
30/10/2021,60-69,M,234,307,2,175,72,0
30/10/2021,70-79,F,172,251,0,86,34,0
30/10/2021,70-79,M,157,158,1,76,27,0
30/10/2021,80 and above,F,141,114,0,30,15,0
30/10/2021,80 and above,M,63,72,0,22,18,0
31/10/2021,0-19,F,6,4,1,149,45,0
31/10/2021,0-19,M,2,10,0,220,56,0
31/10/2021,20-29,F,24,56,0,162,228,0
31/10/2021,20-29,M,28,41,0,134,249,0
31/10/2021,30-39,F,69,113,0,247,360,0
31/10/2021,30-39,M,36,56,0,147,206,0
31/10/2021,40-49,F,65,128,0,219,289,0
31/10/2021,40-49,M,66,83,0,89,137,0
31/10/2021,50-59,F,99,156,0,155,164,0
31/10/2021,50-59,M,96,136,0,91,127,0
31/10/2021,60-69,F,70,145,0,100,128,0
31/10/2021,60-69,M,104,163,0,104,129,0
31/10/2021,70-79,F,54,74,0,52,69,0
31/10/2021,70-79,M,43,54,0,41,38,0
31/10/2021,80 and above,F,21,45,0,18,27,0
31/10/2021,80 and above,M,22,24,0,14,13,0
1/11/2021,0-19,F,3,6,0,87,28,0
1/11/2021,0-19,M,8,8,0,113,37,0
1/11/2021,20-29,F,27,49,0,103,162,0
1/11/2021,20-29,M,26,42,0,163,216,0
1/11/2021,30-39,F,78,110,0,152,205,0
1/11/2021,30-39,M,65,79,0,133,173,2
1/11/2021,40-49,F,120,167,0,118,172,3
1/11/2021,40-49,M,87,143,0,124,132,5
1/11/2021,50-59,F,193,252,0,144,172,6
1/11/2021,50-59,M,132,170,0,131,129,1
1/11/2021,60-69,F,251,347,0,236,211,1
1/11/2021,60-69,M,212,294,0,233,177,2
1/11/2021,70-79,F,192,252,0,130,118,1
1/11/2021,70-79,M,172,201,0,161,124,1
1/11/2021,80 and above,F,93,133,0,47,57,0
1/11/2021,80 and above,M,94,104,0,62,36,0
2/11/2021,0-19,F,6,4,0,89,21,0
2/11/2021,0-19,M,5,4,0,110,17,0
2/11/2021,20-29,F,36,30,0,151,102,0
2/11/2021,20-29,M,33,38,0,182,118,0
2/11/2021,30-39,F,78,111,0,188,133,0
2/11/2021,30-39,M,61,78,0,161,122,0
2/11/2021,40-49,F,114,145,0,164,111,2
2/11/2021,40-49,M,76,121,0,115,92,1
2/11/2021,50-59,F,170,244,0,192,107,1
2/11/2021,50-59,M,102,145,0,122,82,9
2/11/2021,60-69,F,262,342,0,191,127,0
2/11/2021,60-69,M,192,289,0,234,128,3
2/11/2021,70-79,F,180,246,0,129,78,0
2/11/2021,70-79,M,171,198,0,126,74,1
2/11/2021,80 and above,F,125,127,0,42,24,0
2/11/2021,80 and above,M,81,90,0,60,32,0
3/11/2021,0-19,F,2,1,0,5,0,0
3/11/2021,0-19,M,3,2,0,11,2,0
3/11/2021,20-29,F,21,21,0,4,1,0
3/11/2021,20-29,M,8,26,0,10,1,0
3/11/2021,30-39,F,43,58,0,12,3,0
3/11/2021,30-39,M,27,43,0,15,1,0
3/11/2021,40-49,F,65,107,0,19,1,0
3/11/2021,40-49,M,41,52,0,18,0,0
3/11/2021,50-59,F,111,118,0,28,5,0
3/11/2021,50-59,M,65,114,0,37,4,0
3/11/2021,60-69,F,160,227,0,52,6,0
3/11/2021,60-69,M,126,161,0,63,6,0
3/11/2021,70-79,F,124,159,0,42,4,0
3/11/2021,70-79,M,92,99,0,54,2,0
3/11/2021,80 and above,F,68,100,0,21,0,0
3/11/2021,80 and above,M,40,76,0,11,1,0
4/11/2021,0-19,F,6,6,0,123,32,0
4/11/2021,0-19,M,9,10,0,147,31,0
4/11/2021,20-29,F,43,54,0,174,159,0
4/11/2021,20-29,M,37,50,0,230,181,0
4/11/2021,30-39,F,116,119,0,267,212,1
4/11/2021,30-39,M,68,80,0,196,123,3
4/11/2021,40-49,F,132,189,0,228,167,3
4/11/2021,40-49,M,85,106,0,162,94,2
4/11/2021,50-59,F,173,280,0,203,115,6
4/11/2021,50-59,M,114,197,0,181,84,4
4/11/2021,60-69,F,230,381,0,221,111,0
4/11/2021,60-69,M,231,302,0,217,93,2
4/11/2021,70-79,F,182,238,0,138,35,0
4/11/2021,70-79,M,162,231,0,156,29,0
4/11/2021,80 and above,F,89,173,0,57,19,0
4/11/2021,80 and above,M,65,109,0,61,11,0
5/11/2021,0-19,F,7,3,0,313,54,0
5/11/2021,0-19,M,2,13,0,392,49,0
5/11/2021,20-29,F,37,45,0,189,211,0
5/11/2021,20-29,M,37,33,0,186,221,0
5/11/2021,30-39,F,108,106,0,298,295,0
5/11/2021,30-39,M,52,73,0,218,157,0
5/11/2021,40-49,F,145,192,0,247,244,0
5/11/2021,40-49,M,78,104,0,175,126,2
5/11/2021,50-59,F,214,274,0,253,218,0
5/11/2021,50-59,M,152,168,0,148,116,1
5/11/2021,60-69,F,257,350,1,280,213,0
5/11/2021,60-69,M,221,227,0,228,191,6
5/11/2021,70-79,F,175,211,0,125,119,0
5/11/2021,70-79,M,155,161,0,136,136,0
5/11/2021,80 and above,F,121,86,0,56,39,0
5/11/2021,80 and above,M,61,68,0,48,56,0
6/11/2021,0-19,F,11,7,0,397,105,0
6/11/2021,0-19,M,7,12,0,437,101,0
6/11/2021,20-29,F,60,32,0,324,456,0
6/11/2021,20-29,M,49,30,0,297,338,0
6/11/2021,30-39,F,136,55,0,432,524,0
6/11/2021,30-39,M,68,44,0,274,325,0
6/11/2021,40-49,F,147,76,0,361,420,0
6/11/2021,40-49,M,93,40,0,221,260,0
6/11/2021,50-59,F,199,110,0,312,320,0
6/11/2021,50-59,M,144,76,0,192,231,1
6/11/2021,60-69,F,244,124,0,246,334,1
6/11/2021,60-69,M,205,94,0,201,209,0
6/11/2021,70-79,F,135,76,0,105,189,0
6/11/2021,70-79,M,94,44,0,88,109,1
6/11/2021,80 and above,F,86,42,0,33,63,0
6/11/2021,80 and above,M,49,25,0,31,45,0
7/11/2021,0-19,F,4,7,0,174,38,0
7/11/2021,0-19,M,5,10,0,226,47,0
7/11/2021,20-29,F,30,46,0,230,225,0
7/11/2021,20-29,M,31,32,0,192,189,0
7/11/2021,30-39,F,95,91,0,318,336,0
7/11/2021,30-39,M,48,50,0,216,167,0
7/11/2021,40-49,F,86,104,0,251,241,0
7/11/2021,40-49,M,53,84,0,134,93,0
7/11/2021,50-59,F,103,145,0,162,159,0
7/11/2021,50-59,M,81,104,0,118,111,0
7/11/2021,60-69,F,106,127,0,98,118,0
7/11/2021,60-69,M,113,141,0,115,103,0
7/11/2021,70-79,F,43,69,0,52,45,0
7/11/2021,70-79,M,45,50,0,37,44,0
7/11/2021,80 and above,F,24,40,0,25,26,0
7/11/2021,80 and above,M,15,18,0,15,16,0
8/11/2021,0-19,F,6,3,0,86,22,0
8/11/2021,0-19,M,5,8,0,120,26,0
8/11/2021,20-29,F,44,41,0,144,133,0
8/11/2021,20-29,M,46,47,0,188,177,0
8/11/2021,30-39,F,100,120,0,199,193,2
8/11/2021,30-39,M,56,68,0,176,181,1
8/11/2021,40-49,F,127,164,0,170,136,0
8/11/2021,40-49,M,87,102,0,133,135,7
8/11/2021,50-59,F,198,223,0,154,164,5
8/11/2021,50-59,M,133,182,0,154,129,1
8/11/2021,60-69,F,298,371,0,200,216,1
8/11/2021,60-69,M,232,318,0,214,174,2
8/11/2021,70-79,F,165,268,0,126,107,0
8/11/2021,70-79,M,157,218,0,139,144,0
8/11/2021,80 and above,F,78,121,0,34,51,0
8/11/2021,80 and above,M,83,93,0,54,50,0
9/11/2021,0-19,F,8,0,0,91,16,0
9/11/2021,0-19,M,2,5,0,108,32,0
9/11/2021,20-29,F,41,36,0,159,126,0
9/11/2021,20-29,M,31,34,0,150,134,0
9/11/2021,30-39,F,82,70,0,241,152,0
9/11/2021,30-39,M,68,46,0,150,120,2
9/11/2021,40-49,F,117,102,0,176,130,3
9/11/2021,40-49,M,94,64,0,145,86,4
9/11/2021,50-59,F,190,153,0,166,142,0
9/11/2021,50-59,M,115,130,0,142,112,2
9/11/2021,60-69,F,238,262,0,199,178,1
9/11/2021,60-69,M,188,189,0,210,169,3
9/11/2021,70-79,F,138,190,0,111,121,1
9/11/2021,70-79,M,129,136,0,107,114,1
9/11/2021,80 and above,F,100,90,0,54,52,0
9/11/2021,80 and above,M,55,67,0,42,48,0
10/11/2021,0-19,F,4,2,0,5,1,0
10/11/2021,0-19,M,3,3,0,8,1,0
10/11/2021,20-29,F,14,5,0,6,4,0
10/11/2021,20-29,M,17,12,0,13,1,0
10/11/2021,30-39,F,50,16,0,10,9,0
10/11/2021,30-39,M,27,10,0,15,2,0
10/11/2021,40-49,F,80,32,0,10,14,0
10/11/2021,40-49,M,40,26,0,13,4,0
10/11/2021,50-59,F,113,42,0,30,21,0
10/11/2021,50-59,M,64,16,0,26,29,0
10/11/2021,60-69,F,156,45,0,39,45,0
10/11/2021,60-69,M,106,38,0,54,46,0
10/11/2021,70-79,F,98,23,0,40,39,0
10/11/2021,70-79,M,80,25,0,54,38,0
10/11/2021,80 and above,F,54,18,0,9,20,0
10/11/2021,80 and above,M,39,8,0,21,31,0
11/11/2021,0-19,F,5,7,0,111,31,0
11/11/2021,0-19,M,6,3,0,148,34,3
11/11/2021,20-29,F,37,27,10,178,135,37
11/11/2021,20-29,M,25,24,24,209,168,78
11/11/2021,30-39,F,89,46,22,277,250,114
11/11/2021,30-39,M,59,33,74,218,167,272
11/11/2021,40-49,F,129,64,97,204,175,215
11/11/2021,40-49,M,78,48,302,145,134,536
11/11/2021,50-59,F,179,103,128,200,214,320
11/11/2021,50-59,M,122,72,377,125,158,769
11/11/2021,60-69,F,230,107,932,198,270,1376
11/11/2021,60-69,M,207,98,2412,206,241,4303
11/11/2021,70-79,F,158,57,478,112,181,533
11/11/2021,70-79,M,132,58,1088,128,179,1537
11/11/2021,80 and above,F,96,37,138,37,99,126
11/11/2021,80 and above,M,57,19,300,43,88,270
12/11/2021,0-19,F,7,8,0,287,48,0
12/11/2021,0-19,M,10,6,0,328,38,1
12/11/2021,20-29,F,53,51,6,217,174,25
12/11/2021,20-29,M,50,31,18,235,190,47
12/11/2021,30-39,F,132,106,27,403,287,70
12/11/2021,30-39,M,78,71,59,286,173,167
12/11/2021,40-49,F,167,156,68,300,235,166
12/11/2021,40-49,M,94,82,184,249,144,311
12/11/2021,50-59,F,238,230,102,264,234,221
12/11/2021,50-59,M,142,122,246,193,133,414
12/11/2021,60-69,F,264,317,749,230,214,867
12/11/2021,60-69,M,247,225,1457,207,163,2074
12/11/2021,70-79,F,179,176,399,106,101,308
12/11/2021,70-79,M,155,173,801,113,127,815
12/11/2021,80 and above,F,92,100,90,45,52,77
12/11/2021,80 and above,M,82,76,205,40,41,123
13/11/2021,0-19,F,12,10,2,384,86,0
13/11/2021,0-19,M,13,12,3,423,77,1
13/11/2021,20-29,F,61,50,6,341,344,30
13/11/2021,20-29,M,38,45,20,316,310,63
13/11/2021,30-39,F,118,121,43,471,445,99
13/11/2021,30-39,M,78,84,95,341,242,193
13/11/2021,40-49,F,155,184,93,392,314,227
13/11/2021,40-49,M,106,113,282,230,214,466
13/11/2021,50-59,F,213,245,108,311,261,243
13/11/2021,50-59,M,152,144,322,232,205,715
13/11/2021,60-69,F,212,354,599,192,235,842
13/11/2021,60-69,M,171,252,1315,182,169,2094
13/11/2021,70-79,F,143,263,258,87,99,260
13/11/2021,70-79,M,94,187,486,54,65,541
13/11/2021,80 and above,F,69,143,79,30,42,74
13/11/2021,80 and above,M,39,105,99,21,35,69
14/11/2021,0-19,F,4,1,0,186,33,0
14/11/2021,0-19,M,8,3,0,219,55,1
14/11/2021,20-29,F,33,40,11,277,184,17
14/11/2021,20-29,M,33,30,30,203,183,55
14/11/2021,30-39,F,85,84,13,364,296,74
14/11/2021,30-39,M,54,49,86,209,166,154
14/11/2021,40-49,F,86,111,68,228,219,164
14/11/2021,40-49,M,65,65,248,141,121,346
14/11/2021,50-59,F,102,119,55,187,129,137
14/11/2021,50-59,M,93,90,333,116,92,590
14/11/2021,60-69,F,80,97,287,117,84,371
14/11/2021,60-69,M,115,88,800,110,92,1160
14/11/2021,70-79,F,48,45,114,35,42,106
14/11/2021,70-79,M,30,37,194,27,27,253
14/11/2021,80 and above,F,21,24,38,20,25,28
14/11/2021,80 and above,M,22,20,46,13,12,35
15/11/2021,0-19,F,6,4,0,78,21,0
15/11/2021,0-19,M,8,5,0,92,30,0
15/11/2021,20-29,F,46,36,4,128,125,18
15/11/2021,20-29,M,30,49,9,193,158,45
15/11/2021,30-39,F,82,73,16,235,138,77
15/11/2021,30-39,M,72,60,65,196,140,153
15/11/2021,40-49,F,138,144,64,163,148,106
15/11/2021,40-49,M,94,75,160,144,116,263
15/11/2021,50-59,F,198,197,90,203,135,151
15/11/2021,50-59,M,131,112,251,137,117,334
15/11/2021,60-69,F,308,262,597,205,229,567
15/11/2021,60-69,M,223,234,1085,212,166,1333
15/11/2021,70-79,F,179,218,266,122,112,201
15/11/2021,70-79,M,178,177,502,143,125,471
15/11/2021,80 and above,F,117,124,84,48,39,34
15/11/2021,80 and above,M,87,85,116,54,51,66
16/11/2021,0-19,F,5,1,0,101,22,0
16/11/2021,0-19,M,10,5,0,130,20,0
16/11/2021,20-29,F,36,35,8,172,128,36
16/11/2021,20-29,M,40,34,11,187,144,43
16/11/2021,30-39,F,97,79,19,252,160,78
16/11/2021,30-39,M,69,53,60,204,128,150
16/11/2021,40-49,F,151,133,85,172,137,135
16/11/2021,40-49,M,92,76,151,124,107,225
16/11/2021,50-59,F,205,174,90,166,141,143
16/11/2021,50-59,M,133,105,201,115,96,292
16/11/2021,60-69,F,284,261,504,225,184,481
16/11/2021,60-69,M,241,192,931,205,176,1018
16/11/2021,70-79,F,188,211,250,105,112,177
16/11/2021,70-79,M,161,156,437,116,110,392
16/11/2021,80 and above,F,106,112,74,42,36,43
16/11/2021,80 and above,M,91,81,98,54,48,74
17/11/2021,0-19,F,4,5,0,7,0,0
17/11/2021,0-19,M,2,1,0,3,1,0
17/11/2021,20-29,F,17,11,2,7,3,0
17/11/2021,20-29,M,15,12,0,11,1,2
17/11/2021,30-39,F,62,48,6,17,7,7
17/11/2021,30-39,M,30,19,9,26,4,6
17/11/2021,40-49,F,82,85,20,24,20,14
17/11/2021,40-49,M,45,43,14,21,11,6
17/11/2021,50-59,F,125,102,29,33,31,16
17/11/2021,50-59,M,76,72,55,33,26,37
17/11/2021,60-69,F,161,168,210,46,66,37
17/11/2021,60-69,M,122,120,348,47,41,83
17/11/2021,70-79,F,104,96,113,35,35,16
17/11/2021,70-79,M,71,93,212,37,49,41
17/11/2021,80 and above,F,67,63,53,19,32,3
17/11/2021,80 and above,M,36,51,54,21,18,8
18/11/2021,0-19,F,5,0,0,120,26,0
18/11/2021,0-19,M,4,5,0,136,25,0
18/11/2021,20-29,F,44,49,7,273,145,36
18/11/2021,20-29,M,56,33,13,300,159,43
18/11/2021,30-39,F,137,90,32,397,219,112
18/11/2021,30-39,M,91,58,71,293,181,175
18/11/2021,40-49,F,161,143,86,303,190,187
18/11/2021,40-49,M,114,91,204,222,108,280
18/11/2021,50-59,F,241,259,117,256,209,188
18/11/2021,50-59,M,149,167,249,173,149,371
18/11/2021,60-69,F,291,345,537,254,263,460
18/11/2021,60-69,M,228,270,928,235,279,938
18/11/2021,70-79,F,214,278,261,144,162,193
18/11/2021,70-79,M,170,223,421,139,177,396
18/11/2021,80 and above,F,96,147,62,50,68,36
18/11/2021,80 and above,M,71,111,82,60,68,76
19/11/2021,0-19,F,7,8,0,300,41,3
19/11/2021,0-19,M,9,5,0,308,42,1
19/11/2021,20-29,F,57,46,4,303,168,39
19/11/2021,20-29,M,39,26,15,292,154,37
19/11/2021,30-39,F,125,107,35,479,300,79
19/11/2021,30-39,M,98,64,47,303,176,137
19/11/2021,40-49,F,182,173,80,314,229,136
19/11/2021,40-49,M,131,93,132,194,146,219
19/11/2021,50-59,F,266,229,88,282,201,189
19/11/2021,50-59,M,138,149,221,176,135,289
19/11/2021,60-69,F,320,332,583,229,270,483
19/11/2021,60-69,M,221,257,906,183,231,883
19/11/2021,70-79,F,206,274,253,120,139,155
19/11/2021,70-79,M,159,203,424,113,145,398
19/11/2021,80 and above,F,123,138,78,49,57,44
19/11/2021,80 and above,M,74,104,78,48,55,68
20/11/2021,0-19,F,16,11,0,372,60,2
20/11/2021,0-19,M,31,9,3,404,88,0
20/11/2021,20-29,F,64,53,17,442,279,38
20/11/2021,20-29,M,69,54,28,366,291,39
20/11/2021,30-39,F,136,135,47,603,400,125
20/11/2021,30-39,M,106,78,88,389,254,162
20/11/2021,40-49,F,184,153,102,423,353,211
20/11/2021,40-49,M,126,92,156,241,237,297
20/11/2021,50-59,F,284,243,105,364,260,202
20/11/2021,50-59,M,188,119,233,236,200,426
20/11/2021,60-69,F,279,259,496,230,245,504
20/11/2021,60-69,M,211,186,842,209,202,1007
20/11/2021,70-79,F,155,135,186,83,109,136
20/11/2021,70-79,M,109,103,276,78,86,308
20/11/2021,80 and above,F,71,74,40,36,36,29
20/11/2021,80 and above,M,58,45,41,20,30,37
21/11/2021,0-19,F,22,2,2,169,39,1
21/11/2021,0-19,M,28,6,5,208,56,3
21/11/2021,20-29,F,48,39,2,293,193,42
21/11/2021,20-29,M,50,27,38,257,200,45
21/11/2021,30-39,F,102,74,20,418,299,147
21/11/2021,30-39,M,58,43,88,197,170,153
21/11/2021,40-49,F,100,80,85,287,237,200
21/11/2021,40-49,M,81,55,214,144,108,230
21/11/2021,50-59,F,151,96,82,176,160,146
21/11/2021,50-59,M,122,83,270,123,114,374
21/11/2021,60-69,F,107,88,235,116,119,252
21/11/2021,60-69,M,110,101,573,85,132,521
21/11/2021,70-79,F,47,54,80,50,65,73
21/11/2021,70-79,M,44,37,126,45,51,129
21/11/2021,80 and above,F,32,25,23,19,19,11
21/11/2021,80 and above,M,24,19,24,12,17,16
22/11/2021,0-19,F,3,2,1,97,20,0
22/11/2021,0-19,M,9,9,1,122,35,0
22/11/2021,20-29,F,51,47,8,184,110,38
22/11/2021,20-29,M,46,28,18,240,167,39
22/11/2021,30-39,F,119,69,33,286,160,119
22/11/2021,30-39,M,89,65,81,198,125,169
22/11/2021,40-49,F,136,122,103,191,125,205
22/11/2021,40-49,M,98,72,176,142,116,259
22/11/2021,50-59,F,204,200,112,194,139,178
22/11/2021,50-59,M,147,154,238,130,115,332
22/11/2021,60-69,F,289,261,584,217,229,434
22/11/2021,60-69,M,253,217,906,179,210,861
22/11/2021,70-79,F,201,200,220,113,139,178
22/11/2021,70-79,M,157,136,400,114,154,326
22/11/2021,80 and above,F,101,91,60,45,45,45
22/11/2021,80 and above,M,82,83,91,40,61,56
23/11/2021,0-19,F,6,1,0,87,33,2
23/11/2021,0-19,M,4,5,3,107,21,3
23/11/2021,20-29,F,50,25,53,184,119,61
23/11/2021,20-29,M,52,35,86,197,148,90
23/11/2021,30-39,F,135,86,177,277,162,183
23/11/2021,30-39,M,73,58,256,210,156,261
23/11/2021,40-49,F,145,113,524,163,147,372
23/11/2021,40-49,M,106,62,622,146,101,418
23/11/2021,50-59,F,231,156,640,180,177,331
23/11/2021,50-59,M,128,99,1041,120,126,659
23/11/2021,60-69,F,243,237,512,181,175,356
23/11/2021,60-69,M,228,182,856,160,235,708
23/11/2021,70-79,F,147,182,216,95,113,131
23/11/2021,70-79,M,130,154,400,84,133,256
23/11/2021,80 and above,F,90,107,66,30,45,36
23/11/2021,80 and above,M,71,82,73,41,60,65
24/11/2021,0-19,F,2,1,0,4,1,0
24/11/2021,0-19,M,3,2,1,6,0,0
24/11/2021,20-29,F,25,13,21,10,6,1
24/11/2021,20-29,M,15,15,11,6,4,3
24/11/2021,30-39,F,60,41,81,17,7,11
24/11/2021,30-39,M,43,24,68,8,10,12
24/11/2021,40-49,F,85,70,216,20,15,33
24/11/2021,40-49,M,63,37,145,8,14,20
24/11/2021,50-59,F,128,119,326,40,22,49
24/11/2021,50-59,M,76,70,328,32,29,57
24/11/2021,60-69,F,175,149,254,62,38,44
24/11/2021,60-69,M,123,123,359,61,56,70
24/11/2021,70-79,F,123,131,151,35,39,17
24/11/2021,70-79,M,104,85,224,52,44,34
24/11/2021,80 and above,F,76,70,44,24,13,4
24/11/2021,80 and above,M,64,46,43,19,11,13
25/11/2021,0-19,F,6,2,4,164,19,1
25/11/2021,0-19,M,8,8,4,187,36,6
25/11/2021,20-29,F,50,33,73,315,142,81
25/11/2021,20-29,M,64,40,110,331,166,108
25/11/2021,30-39,F,133,104,309,408,206,257
25/11/2021,30-39,M,94,49,321,321,155,308
25/11/2021,40-49,F,184,124,746,283,203,442
25/11/2021,40-49,M,139,73,792,187,137,540
25/11/2021,50-59,F,256,178,830,269,194,446
25/11/2021,50-59,M,155,145,1235,180,140,761
25/11/2021,60-69,F,313,300,612,214,211,468
25/11/2021,60-69,M,278,237,994,209,211,856
25/11/2021,70-79,F,211,205,296,114,137,179
25/11/2021,70-79,M,207,213,492,102,154,362
25/11/2021,80 and above,F,129,178,81,53,64,42
25/11/2021,80 and above,M,105,109,107,66,54,64
26/11/2021,0-19,F,6,4,1,268,44,4
26/11/2021,0-19,M,14,8,2,380,40,4
26/11/2021,20-29,F,60,35,68,339,157,73
26/11/2021,20-29,M,61,33,107,382,164,82
26/11/2021,30-39,F,186,84,321,524,300,267
26/11/2021,30-39,M,100,62,309,370,197,230
26/11/2021,40-49,F,253,158,737,372,253,405
26/11/2021,40-49,M,126,92,620,245,157,421
26/11/2021,50-59,F,296,256,841,334,230,441
26/11/2021,50-59,M,177,120,1022,186,141,626
26/11/2021,60-69,F,303,305,642,250,265,511
26/11/2021,60-69,M,279,215,895,219,220,799
26/11/2021,70-79,F,217,185,294,131,121,193
26/11/2021,70-79,M,198,144,494,136,130,388
26/11/2021,80 and above,F,124,90,86,61,52,39
26/11/2021,80 and above,M,98,70,122,50,49,65
27/11/2021,0-19,F,11,8,3,382,74,3
27/11/2021,0-19,M,17,6,8,432,78,7
27/11/2021,20-29,F,93,54,148,589,336,110
27/11/2021,20-29,M,74,54,265,492,302,148
27/11/2021,30-39,F,190,111,356,772,435,325
27/11/2021,30-39,M,129,58,576,490,290,349
27/11/2021,40-49,F,231,142,821,581,386,583
27/11/2021,40-49,M,164,102,1007,329,229,734
27/11/2021,50-59,F,341,240,888,470,309,525
27/11/2021,50-59,M,209,168,1356,287,196,960
27/11/2021,60-69,F,398,280,562,319,251,424
27/11/2021,60-69,M,266,240,845,234,219,779
27/11/2021,70-79,F,202,170,223,102,104,129
27/11/2021,70-79,M,165,149,360,93,87,256
27/11/2021,80 and above,F,111,133,72,55,32,34
27/11/2021,80 and above,M,91,65,84,31,38,36
28/11/2021,0-19,F,2,6,5,231,48,2
28/11/2021,0-19,M,8,6,4,249,47,2
28/11/2021,20-29,F,52,31,105,496,235,101
28/11/2021,20-29,M,55,34,262,391,217,133
28/11/2021,30-39,F,133,90,303,582,326,323
28/11/2021,30-39,M,99,59,606,331,230,319
28/11/2021,40-49,F,151,80,759,419,263,489
28/11/2021,40-49,M,114,71,1202,210,161,564
28/11/2021,50-59,F,239,106,716,290,165,398
28/11/2021,50-59,M,149,136,1400,196,111,727
28/11/2021,60-69,F,195,98,340,204,120,256
28/11/2021,60-69,M,197,124,592,176,135,520
